season_year,year,week,farm,stage,field,shift,batch,crop,variety,row_number,plant_number,plant_number_row,inspection_date,inspection_id,season,closed_flower_count,open_flower_count,set_fruit_count,green_fruit_count,sample_datetime,total_flower_count,state_total_flower_count,state_set_fruit_count,state_green_fruit_count,thr_total_flower_count,thr_set_fruit_count,thr_green_fruit_count
2025,2025,30,C6,E05,C03,T01A,3004,ARÁNDANO,KIRRA,19,10,12,2025-07-22,f64bb3b8-7803-4103-ad44-dcb8bf117428,2025-1,160,37,373,2551,2025-07-22 17:25:39,197,valid,valid,invalid,1000.0,1000.0,2000.0
2025,2025,30,C6,E05,C03,T04B,3008,ARÁNDANO,ARANA,19,1,12,2025-07-23,37653694-d7e1-465e-873e-9eab9a58e445,2025-1,246,55,343,393,2025-07-23 13:18:44,301,invalid,invalid,valid,200.0,200.0,2000.0
2025,2025,30,C6,E05,C04,T01A,4006,ARÁNDANO,ATLAS ORGÁNICA,16,4,31,2025-07-24,ff667c7f-8083-42d2-8100-52dbb60db638,2025-1,85,3,211,50,2025-07-24 13:23:22,88,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,30,C6,E05,C04,T01A,4006,ARÁNDANO,ATLAS ORGÁNICA,33,19,51,2025-07-24,ff667c7f-8083-42d2-8100-52dbb60db638,2025-1,98,3,268,255,2025-07-24 15:28:58,101,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,30,C6,E05,C04,T01A,4007,ARÁNDANO,ATLAS ORGÁNICA,33,16,51,2025-07-24,5de018c4-e37a-4057-86fe-c7ef7fe50524,2025-1,55,0,292,314,2025-07-24 14:51:31,55,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,30,C6,E05,C04,T01A,4008,ARÁNDANO,ATLAS ORGÁNICA,16,10,31,2025-07-24,89aac6ff-b2d2-4147-84de-c2c367c4335d,2025-1,87,8,276,438,2025-07-24 14:10:59,95,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,30,C6,E05,C04,T01A,4008,ARÁNDANO,ATLAS ORGÁNICA,33,13,51,2025-07-24,89aac6ff-b2d2-4147-84de-c2c367c4335d,2025-1,90,0,246,151,2025-07-24 14:31:28,90,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,30,C6,E05,C04,T01A,4008,ARÁNDANO,ATLAS ORGÁNICA,50,34,71,2025-07-24,89aac6ff-b2d2-4147-84de-c2c367c4335d,2025-1,106,0,530,652,2025-07-24 17:33:46,106,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,30,C6,E05,C04,T06A,4013,ARÁNDANO,ATLAS ORGÁNICA,91,139,81,2025-07-19,9945b1fe-8edc-409b-ad1b-e107ad382f1e,2025-1,236,132,176,121,2025-07-19 15:55:48,368,invalid,valid,valid,200.0,200.0,2000.0
2025,2025,30,C6,E05,C04,T06A,4013,ARÁNDANO,ATLAS ORGÁNICA,91,139,81,2025-07-24,f1e2e5b2-cf74-4de5-b8bb-c5d66504ffde,2025-1,190,15,330,275,2025-07-24 16:20:35,205,invalid,invalid,valid,200.0,200.0,2000.0
2025,2025,30,C6,E05,C04,T06A,4014,ARÁNDANO,ATLAS ORGÁNICA,108,157,115,2025-07-19,79c83e9b-0ae2-4e6d-aa29-7e71be90200e,2025-1,198,101,185,137,2025-07-19 17:13:57,299,invalid,valid,valid,200.0,200.0,2000.0
2025,2025,30,C6,E05,C04,T06A,4014,ARÁNDANO,ATLAS ORGÁNICA,108,157,115,2025-07-24,77414d77-720d-4c1f-bf38-e3f0a313198d,2025-1,128,11,235,298,2025-07-24 17:08:34,139,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,A9,E06,C04,T02A,4005,ARÁNDANO,SEKOYA BEAUTY,69,73,85,2025-07-31,2b4834bf-6fea-4706-827c-e683a2c2ade2,2025-1,146,49,404,718,2025-07-31 13:32:21,195,valid,invalid,valid,300.0,300.0,2000.0
2025,2025,31,A9,E07,C02,T01A,2001,ARÁNDANO,SEKOYA POP,18,7,25,2025-07-29,2c18b64d-e6cc-439b-ae35-ed5380f4d144,2025-1,212,288,133,407,2025-07-29 20:51:49,500,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,A9,E07,C05,T01A,5002,ARÁNDANO,SEKOYA POP,69,27,60,2025-07-31,ba68249a-ad1f-4c74-8376-8ad6b30ada96,2025-1,315,103,105,124,2025-07-31 19:07:13,418,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,A9,E07,C05,T01A,5003,ARÁNDANO,SEKOYA POP,69,29,80,2025-07-31,952b672f-de4a-4f03-a000-52f3c0085bef,2025-1,393,91,62,80,2025-07-31 20:02:29,484,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,A9,E07,C05,T04A,5013,ARÁNDANO,SEKOYA POP,161,93,80,2025-07-31,97983506-73ca-4416-9049-a3581258843f,2025-1,253,330,73,23,2025-07-31 16:34:54,583,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,A9,E07,C06,T03A,6012,ARÁNDANO,BIANCA,127,1,34,2025-07-29,5eb4afe1-f9f4-46b1-8fc2-e6f2b5d91983,2025-1,89,72,215,352,2025-07-29 20:53:11,161,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,A9,E07,C06,T04A,6013,ARÁNDANO,BIANCA,127,55,33,2025-07-29,a0435585-4d0d-4b60-8393-2e445b653d22,2025-1,146,204,156,521,2025-07-29 15:15:09,350,invalid,valid,valid,200.0,200.0,2000.0
2025,2025,31,A9,E07,C06,T04A,6013,ARÁNDANO,BIANCA,144,57,54,2025-07-29,a0435585-4d0d-4b60-8393-2e445b653d22,2025-1,156,85,323,238,2025-07-29 15:39:46,241,invalid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,A9,E07,C06,T04A,6013,ARÁNDANO,BIANCA,161,71,80,2025-07-29,a0435585-4d0d-4b60-8393-2e445b653d22,2025-1,282,123,310,104,2025-07-29 17:56:25,405,invalid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,A9,E07,C06,T04A,6013,ARÁNDANO,BIANCA,178,73,102,2025-07-29,a0435585-4d0d-4b60-8393-2e445b653d22,2025-1,125,88,93,81,2025-07-29 18:10:08,213,invalid,valid,valid,200.0,200.0,2000.0
2025,2025,31,A9,E07,C06,T04A,6016,ARÁNDANO,BIANCA,127,49,34,2025-07-29,369d34a0-bc52-48b3-a0e3-a44a4728abdf,2025-1,102,53,253,600,2025-07-29 13:19:21,155,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,A9,E08,C02,T02A,2007,ARÁNDANO,SEKOYA POP,18,51,20,2025-07-29,876cefa5-4dd2-4e7e-ad40-03d64101e82b,2025-1,505,241,135,62,2025-07-29 18:48:43,746,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,A9,E08,C02,T02A,2008,ARÁNDANO,SEKOYA POP,52,65,80,2025-07-30,08c5c07a-89a5-4780-a0bd-a497bdd65802,2025-1,303,113,165,410,2025-07-30 14:15:04,416,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,A9,E08,C02,T03A,2015,ARÁNDANO,SEKOYA POP,191,125,80,2025-07-31,0d4dd070-03c1-40b7-8063-774a0574c87a,2025-1,305,166,82,378,2025-07-31 15:17:41,471,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,A9,E08,C02,T04A,2012,ARÁNDANO,SEKOYA POP,157,159,100,2025-07-31,26ac970d-c029-4270-845d-49f9cdce33bc,2025-1,512,252,320,620,2025-07-31 18:21:36,764,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,A9,E08,C03,T03A,3006,ARÁNDANO,SEKOYA POP,18,100,120,2025-07-30,b24cff67-3ce8-4c3d-903a-15f48f658c27,2025-1,485,99,84,136,2025-07-30 13:03:05,584,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,A9,E08,C03,T03A,3006,ARÁNDANO,SEKOYA POP,52,112,80,2025-07-30,b24cff67-3ce8-4c3d-903a-15f48f658c27,2025-1,373,266,342,389,2025-07-30 17:58:06,639,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,A9,E08,C03,T04A,3016,ARÁNDANO,SEKOYA POP,157,148,40,2025-07-31,159171bc-f4cc-41a9-95db-f6786183c3f7,2025-1,452,168,97,188,2025-07-31 19:52:13,620,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,A9,E08,C03,T04A,3017,ARÁNDANO,SEKOYA POP,140,136,120,2025-07-31,b4e814d7-afa8-4f90-b1c4-043aa71e29fb,2025-1,411,50,24,30,2025-07-31 13:59:35,461,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,A9,E08,C03,T04A,3017,ARÁNDANO,SEKOYA POP,157,146,100,2025-07-31,b4e814d7-afa8-4f90-b1c4-043aa71e29fb,2025-1,331,91,36,55,2025-07-31 17:59:53,422,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,A9,E08,C03,T04A,3017,ARÁNDANO,SEKOYA POP,174,152,80,2025-07-31,b4e814d7-afa8-4f90-b1c4-043aa71e29fb,2025-1,392,144,105,204,2025-07-31 20:46:07,536,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,A9,E08,C03,T05A,3009,ARÁNDANO,SEKOYA POP,52,200,60,2025-07-30,5aa44d80-8bb8-4f6c-bf23-4c18edc4fb54,2025-1,404,146,72,27,2025-07-30 17:10:13,550,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,A9,E08,C03,T05A,3010,ARÁNDANO,SEKOYA POP,18,185,120,2025-07-30,448abe8a-23da-4b41-9513-b6ef0a5f5f8a,2025-1,414,309,290,170,2025-07-30 14:58:42,723,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,A9,E08,C03,T05A,3010,ARÁNDANO,SEKOYA POP,52,201,80,2025-07-30,448abe8a-23da-4b41-9513-b6ef0a5f5f8a,2025-1,311,161,126,74,2025-07-30 18:06:40,472,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,A9,E08,C03,T05A,3011,ARÁNDANO,SEKOYA POP,52,203,60,2025-07-30,cbb80c2d-6faf-4ec3-a94d-1cf3c7a76608,2025-1,667,268,116,41,2025-07-30 18:44:41,935,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,A9,E08,C04,T01A,4015,ARÁNDANO,SEKOYA POP,195,47,80,2025-07-31,611571db-d470-4d8c-ad69-941525efa772,2025-1,342,168,250,138,2025-07-31 18:25:14,510,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,A9,E08,C04,T02A,4006,ARÁNDANO,SEKOYA POP,18,49,120,2025-07-29,76014618-5464-4287-984d-76f317d449b0,2025-1,330,117,82,240,2025-07-29 15:02:32,447,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,A9,E08,C04,T04A,4012,ARÁNDANO,SEKOYA POP,177,137,82,2025-07-31,345fc768-80f5-4c6f-bb3c-b2668e181038,2025-1,217,192,631,390,2025-07-31 16:57:53,409,invalid,invalid,valid,400.0,400.0,2000.0
2025,2025,31,A9,E08,C05,T03A,5012,ARÁNDANO,SEKOYA POP,157,53,40,2025-07-31,5872741e-f7d7-41b0-8fb5-7d358d5ea621,2025-1,192,233,245,506,2025-07-31 20:30:19,425,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,C5,E01,C07,T01A,7001,ARÁNDANO,EMERALD,17,1,25,2025-07-30,e446faf5-605a-4a6b-9376-052f68a2e5a9,2025-1,177,38,448,500,2025-07-30 12:51:28,215,valid,invalid,valid,400.0,400.0,2000.0
2025,2025,31,C5,E01,C07,T01A,7002,ARÁNDANO,EMERALD,51,28,55,2025-07-30,c84bd5ea-b5c1-446d-a30f-f0cf4089a902,2025-1,375,116,361,477,2025-07-30 19:44:45,491,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,C5,E01,C07,T01A,7003,ARÁNDANO,EMERALD,34,16,40,2025-07-30,9df4cd2b-1827-4a56-95bd-18354eb831ba,2025-1,170,89,430,297,2025-07-30 16:31:20,259,valid,invalid,valid,400.0,400.0,2000.0
2025,2025,31,C5,E01,C07,T04A,7015,ARÁNDANO,EMERALD,137,223,19,2025-07-31,29165705-b422-4e79-980b-30ac65f89746,2025-1,12,4,423,575,2025-07-31 14:46:36,16,valid,invalid,valid,400.0,400.0,2000.0
2025,2025,31,C5,E02,C01,T01A,1001,ARÁNDANO,MÁGICA,14,70,36,2025-07-29,7d1f5b20-321a-4856-a7c2-b6fa6f09ac75,2025-1,535,66,500,495,2025-07-29 16:40:38,601,invalid,valid,valid,500.0,500.0,4000.0
2025,2025,31,C5,E02,C01,T01A,1001,ARÁNDANO,MÁGICA,28,73,56,2025-07-29,7d1f5b20-321a-4856-a7c2-b6fa6f09ac75,2025-1,421,33,810,823,2025-07-29 17:25:11,454,valid,invalid,valid,500.0,500.0,4000.0
2025,2025,31,C5,E02,C01,T01A,1002,ARÁNDANO,MÁGICA,28,76,56,2025-07-29,12dc8b5b-df20-44c6-94c8-7c0fb2e5bad9,2025-1,423,67,652,814,2025-07-29 18:12:17,490,valid,invalid,valid,500.0,500.0,4000.0
2025,2025,31,C5,E02,C01,T01A,1003,ARÁNDANO,MÁGICA,14,64,36,2025-07-29,73ded6af-bc0e-4974-89c5-d52185c0cffe,2025-1,371,79,1221,2396,2025-07-29 15:11:14,450,valid,invalid,valid,500.0,500.0,4000.0
2025,2025,31,C5,E02,C01,T01A,1003,ARÁNDANO,MÁGICA,42,88,76,2025-07-31,548e3df5-98de-457b-8d5b-a335dddd1f94,2025-1,355,93,700,750,2025-07-31 14:01:36,448,valid,invalid,valid,500.0,500.0,4000.0
2025,2025,31,C5,E02,C01,T01A,1004,ARÁNDANO,MÁGICA,14,61,36,2025-07-29,ce231843-8473-4ab2-bad5-c640f6722343,2025-1,738,79,762,797,2025-07-29 13:57:51,817,invalid,invalid,valid,500.0,500.0,4000.0
2025,2025,31,C5,E02,C01,T01A,1004,ARÁNDANO,MÁGICA,42,85,76,2025-07-31,f79cb1da-4124-4ad8-a200-4023b1a133a7,2025-1,584,146,738,988,2025-07-31 13:12:24,730,invalid,invalid,valid,500.0,500.0,4000.0
2025,2025,31,C5,E02,C01,T02A,1005,ARÁNDANO,MÁGICA,14,10,36,2025-07-30,80dbc202-c9ba-48b5-91e4-faa1231eea88,2025-1,715,131,1121,1189,2025-07-30 13:25:27,846,invalid,invalid,valid,500.0,500.0,4000.0
2025,2025,31,C5,E02,C01,T02A,1005,ARÁNDANO,MÁGICA,28,13,56,2025-07-30,b41d99a8-d3ff-4245-bd58-10d0985c3ef1,2025-1,400,100,624,1130,2025-07-30 13:16:24,500,valid,invalid,valid,500.0,500.0,4000.0
2025,2025,31,C5,E02,C01,T02A,1006,ARÁNDANO,MÁGICA,14,7,36,2025-07-29,a204f12c-939b-4c78-866e-d6d00b6bdb51,2025-1,468,20,931,1951,2025-07-29 20:47:10,488,valid,invalid,valid,500.0,500.0,4000.0
2025,2025,31,C5,E02,C01,T02A,1006,ARÁNDANO,MÁGICA,42,28,76,2025-07-31,daf105bb-0179-4f0b-9568-01ed712906ee,2025-1,410,71,505,770,2025-07-31 15:03:05,481,valid,invalid,valid,500.0,500.0,4000.0
2025,2025,31,C5,E02,C01,T02A,1007,ARÁNDANO,MÁGICA,28,19,56,2025-07-30,5d17922e-c50f-49f6-8ae2-505ea77dd065,2025-1,461,116,357,941,2025-07-30 16:07:39,577,invalid,valid,valid,500.0,500.0,4000.0
2025,2025,31,C5,E02,C01,T02A,1007,ARÁNDANO,MÁGICA,42,25,76,2025-07-31,429a88f0-f8e2-4995-85b2-9eaf15fbb0cd,2025-1,364,151,747,1775,2025-07-31 16:12:06,515,invalid,invalid,valid,500.0,500.0,4000.0
2025,2025,31,C5,E02,C01,T03A,1009,ARÁNDANO,MÁGICA,11,136,36,2025-07-30,aa9b3b9e-de8a-4f17-8b12-1124cd0b5dac,2025-1,168,96,548,1921,2025-07-30 14:41:43,264,valid,invalid,valid,500.0,500.0,4000.0
2025,2025,31,C5,E02,C01,T03A,1010,ARÁNDANO,MÁGICA,130,142,56,2025-07-30,485d39ad-fb2a-45eb-b961-6666b7b9648b,2025-1,138,28,520,2228,2025-07-30 14:43:46,166,valid,invalid,valid,500.0,500.0,4000.0
2025,2025,31,C5,E02,C02,T04E,2013,ARÁNDANO,BIANCA,187,124,166,2025-07-29,68b5e3ab-cc84-4aa7-87b0-c4b859c68516,2025-1,194,0,366,198,2025-07-29 14:59:09,194,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,C5,E02,C02,T04E,2013,ARÁNDANO,BIANCA,204,133,142,2025-07-29,68b5e3ab-cc84-4aa7-87b0-c4b859c68516,2025-1,129,0,273,66,2025-07-29 14:35:12,129,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,C5,E02,C02,T04E,2013,ARÁNDANO,BIANCA,221,142,134,2025-07-29,68b5e3ab-cc84-4aa7-87b0-c4b859c68516,2025-1,76,0,380,229,2025-07-29 14:21:18,76,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,C5,E02,C02,T04E,2014,ARÁNDANO,BIANCA,153,106,62,2025-07-29,f65b94df-63e8-41c5-bde1-2ef59e6ec4f8,2025-1,119,0,408,166,2025-07-29 16:42:10,119,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,C5,E02,C03,T04A,3014,ARÁNDANO,VENTURA,137,151,108,2025-07-30,b7eb1ada-4c91-405b-85b9-7c818ae0fd6e,2025-1,514,141,249,204,2025-07-30 19:54:49,655,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,C5,E02,C03,T04A,3016,ARÁNDANO,VENTURA,171,169,74,2025-07-30,f2601010-4df7-447d-b7c6-88bcda8aaf0d,2025-1,219,81,461,500,2025-07-30 20:57:16,300,valid,invalid,valid,400.0,400.0,2000.0
2025,2025,31,C5,E02,C06,T01B,6019,ARÁNDANO,BIANCA,19,7,239,2025-07-29,6258ea3d-bdd3-4012-8bb8-f316731a86fc,2025-1,271,91,264,186,2025-07-29 19:36:53,362,invalid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,C5,E03,C01,T03A,1012,ARÁNDANO,VENTURA,137,145,20,2025-07-30,77000fef-6921-4bc9-b282-e119e880df97,2025-1,300,50,450,460,2025-07-30 20:45:50,350,valid,invalid,valid,400.0,400.0,2000.0
2025,2025,31,C5,E03,C03,T01A,3003,ARÁNDANO,VENTURA,34,16,54,2025-07-30,164291f4-f740-40f9-b685-095f6e53c11c,2025-1,127,53,401,920,2025-07-30 20:39:09,180,valid,invalid,valid,400.0,400.0,2000.0
2025,2025,31,C5,E03,C03,T03A,3009,ARÁNDANO,SEKOYA POP,136,10,12,2025-07-31,2fb1b68f-e75b-4668-878f-4402ff61bd67,2025-1,0,1,15,2221,2025-07-31 15:51:11,1,valid,valid,invalid,400.0,400.0,2000.0
2025,2025,31,C5,E03,C05,T01A,5002,ARÁNDANO,VENTURA,34,88,100,2025-07-29,57fbd2aa-2f68-4cf9-b8f3-26839d88cfd3,2025-1,409,75,140,273,2025-07-29 16:05:25,484,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,C5,E03,C05,T04A,5013,ARÁNDANO,VENTURA,169,178,60,2025-08-01,55edcd1b-0d83-4109-aa09-59799d80382e,2025-1,278,163,356,135,2025-08-01 20:51:08,441,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,31,C5,E03,C06,T01L,6002,ARÁNDANO,MEGAGRAND,19,1,55,2025-07-31,355d337a-0997-432e-abf8-cb780bac8eca,2025-1,127,77,186,431,2025-07-31 14:39:03,204,invalid,valid,valid,200.0,200.0,2000.0
2025,2025,31,C5,E03,C06,T02A,6009,ARÁNDANO,ATLAS,52,25,60,2025-07-29,6eab062e-5ed0-41f6-bd5b-50ee1ebcd529,2025-1,224,100,246,668,2025-07-29 18:00:28,324,invalid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,C5,E03,C06,T02A,6010,ARÁNDANO,ATLAS,36,19,100,2025-07-29,edb1dce0-8479-4213-a779-27cce33e58dc,2025-1,155,74,130,324,2025-07-29 16:41:08,229,invalid,valid,valid,200.0,200.0,2000.0
2025,2025,31,C5,E03,C06,T03A,6016,ARÁNDANO,BIANCA,85,1,104,2025-07-30,1e90ade3-62b4-47a2-a474-8dee9b8f5660,2025-1,473,128,406,293,2025-07-30 14:16:23,601,invalid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,C5,E03,C06,T03A,6016,ARÁNDANO,BIANCA,85,2,106,2025-07-30,1e90ade3-62b4-47a2-a474-8dee9b8f5660,2025-1,204,49,95,236,2025-07-30 14:38:43,253,invalid,valid,valid,200.0,200.0,2000.0
2025,2025,31,C5,E03,C06,T03A,6016,ARÁNDANO,BIANCA,102,4,124,2025-07-30,1e90ade3-62b4-47a2-a474-8dee9b8f5660,2025-1,142,45,205,68,2025-07-30 15:08:26,187,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,C6,E04,C05,T01A,5002,ARÁNDANO,ATLAS,304,13,56,2025-07-30,6bedca4e-a4c2-4826-b6e4-20cc309c39c8,2025-1,120,24,235,280,2025-07-30 14:29:53,144,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,C6,E05,C03,T01A,3001,ARÁNDANO,KIRRA,19,1,12,2025-07-29,45021304-b72a-4b7a-9ac6-9219fe77a719,2025-1,96,1,256,2237,2025-07-29 13:55:56,97,valid,valid,invalid,1000.0,1000.0,2000.0
2025,2025,31,C6,E05,C03,T01A,3004,ARÁNDANO,KIRRA,19,10,12,2025-07-29,d2c31f17-186c-4de8-a714-cfa2f1b9e98c,2025-1,36,0,220,2773,2025-07-29 17:07:59,36,valid,valid,invalid,1000.0,1000.0,2000.0
2025,2025,31,C6,E05,C03,T02B,3009,ARÁNDANO,TERRAPIN,147,4,68,2025-07-31,c4e71dfb-c99c-4525-95ee-999043a64c60,2025-1,68,3,213,293,2025-07-31 12:41:39,71,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,C6,E05,C03,T03E,3016,ARÁNDANO,ROSITA,189,46,72,2025-07-26,193066b9-71a7-48df-af69-635a2f97a5b9,2025-1,94,4,246,225,2025-07-26 16:24:37,98,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,C6,E05,C03,T03E,3016,ARÁNDANO,ROSITA,189,46,72,2025-07-31,45fa257a-d9fe-4cee-97f4-b8910cc0e760,2025-1,55,1,243,282,2025-07-31 18:11:29,56,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,C6,E05,C03,T04A,3005,ARÁNDANO,KIRRA,19,73,12,2025-07-29,09af82e5-ab00-47ec-a7c6-74b89e480c7e,2025-1,108,5,207,2149,2025-07-29 18:05:24,113,valid,valid,invalid,1000.0,1000.0,2000.0
2025,2025,31,C6,E05,C03,T04A,3005,ARÁNDANO,KIRRA,36,88,63,2025-07-30,4c621d4b-405f-49f4-918c-9cffeb16f550,2025-1,77,0,241,2122,2025-07-30 16:30:06,77,valid,valid,invalid,1000.0,1000.0,2000.0
2025,2025,31,C6,E05,C03,T04A,3006,ARÁNDANO,KIRRA,36,85,24,2025-07-30,21ecaf10-ae8d-4a9b-bfaf-a75f9cf2d362,2025-1,160,5,225,2373,2025-07-30 17:17:05,165,valid,valid,invalid,1000.0,1000.0,2000.0
2025,2025,31,C6,E05,C03,T04A,3007,ARÁNDANO,KIRRA,19,79,12,2025-07-29,41639531-0584-469b-9386-9af708088e5a,2025-1,127,0,314,2021,2025-07-29 20:45:20,127,valid,valid,invalid,1000.0,1000.0,2000.0
2025,2025,31,C6,E05,C03,T04A,3007,ARÁNDANO,KIRRA,53,97,51,2025-07-30,1ce0f2c7-31d7-470e-9ee7-0bf6a1bdf130,2025-1,78,0,214,2051,2025-07-30 20:47:52,78,valid,valid,invalid,1000.0,1000.0,2000.0
2025,2025,31,C6,E05,C04,T01A,4005,ARÁNDANO,ATLAS ORGÁNICA,35,22,104,2025-07-31,35ba7682-1af6-4fa1-a44e-9040039b52d9,2025-1,56,0,212,693,2025-07-31 16:07:03,56,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,C6,E05,C04,T02A,4011,ARÁNDANO,ATLAS ORGÁNICA,74,43,91,2025-07-26,5985d408-4d03-40b6-8f55-27cd55889456,2025-1,26,13,263,377,2025-07-26 12:57:00,39,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,C6,E05,C04,T02A,4011,ARÁNDANO,ATLAS ORGÁNICA,91,52,111,2025-07-26,5985d408-4d03-40b6-8f55-27cd55889456,2025-1,174,38,522,326,2025-07-26 14:00:46,212,invalid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,C6,E05,C04,T02A,4012,ARÁNDANO,ATLAS ORGÁNICA,74,46,91,2025-07-26,ac2f3a8a-50ad-46e7-aa2f-52f7a691331f,2025-1,73,15,233,113,2025-07-26 13:12:39,88,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,C6,E05,C04,T03A,4021,ARÁNDANO,ATLAS ORGÁNICA,161,97,116,2025-07-26,5a9074ef-175e-4cfb-8687-000ed96f648c,2025-1,56,15,214,129,2025-07-26 18:00:09,71,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,C6,E05,C04,T03A,4022,ARÁNDANO,ATLAS ORGÁNICA,148,91,72,2025-08-01,b472b5c1-e51a-4a34-b596-a595b5750d40,2025-1,57,1,225,548,2025-08-01 20:35:59,58,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,C6,E05,C04,T03A,4024,ARÁNDANO,ATLAS ORGÁNICA,148,85,72,2025-08-01,3caf303e-6b3c-485a-92a2-66bb6ed416a4,2025-1,89,0,402,435,2025-08-01 18:32:21,89,valid,invalid,valid,200.0,200.0,2000.0
2025,2025,31,C6,E05,C04,T06A,4016,ARÁNDANO,ATLAS ORGÁNICA,76,127,76,2025-08-01,cff2279a-defa-45c2-bcf6-a4d74fa4480c,2025-1,240,6,245,76,2025-08-01 18:04:44,246,invalid,invalid,valid,200.0,200.0,2000.0
2025,2025,32,A9,E07,C03,T01A,3003,ARÁNDANO,SEKOYA BEAUTY,18,5,125,2025-08-05,ad200530-b86e-4182-a88b-76307c3419e5,2025-1,263,76,60,208,2025-08-05 14:53:21,339,invalid,valid,valid,300.0,300.0,2000.0
2025,2025,32,A9,E07,C03,T04A,3012,ARÁNDANO,SEKOYA BEAUTY,179,155,85,2025-08-07,9f3f4222-4b1e-425c-ac14-0efb2fcec133,2025-1,284,298,455,163,2025-08-07 16:08:31,582,invalid,invalid,valid,300.0,300.0,2000.0
2025,2025,32,A9,E07,C05,T02A,5006,ARÁNDANO,SEKOYA POP,35,59,100,2025-08-02,0a6c6aa6-caa6-47db-830d-005ecd82d852,2025-1,347,91,54,40,2025-08-02 13:56:08,438,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,32,A9,E07,C05,T02A,5006,ARÁNDANO,SEKOYA POP,52,67,80,2025-08-02,0a6c6aa6-caa6-47db-830d-005ecd82d852,2025-1,499,217,100,281,2025-08-02 15:17:26,716,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,32,A9,E07,C05,T02A,5006,ARÁNDANO,SEKOYA POP,69,73,60,2025-08-07,8d2056be-8713-49d9-b590-8c97d4d8ae9f,2025-1,466,236,144,343,2025-08-07 17:48:18,702,invalid,valid,valid,400.0,400.0,2000.0
2025,2025,32,A9,E07,C05,T02A,5007,ARÁNDANO,SEKOYA POP,35,61,40,2025-08-02,520e1a0d-636b-4f4c-9273-20797b37f15a,2025-1,330,136,77,242,2025-08-02 14:27:12,466,invalid,valid,valid,400.0,400.0,2000.0
